Code,"ID (NYT, cartogram)",Show it?,Tag it?,Official name,Lowercase name,Parents,Popularity,tag0,tag1,tag2,tag3,tag4,tag5,tag6,Part of,Code,Comment,Search string
BWA,29,1,1,Botswana,Botswana,4,0.00065,news,world,africa,southern_africa,,,,,Iy,,Botswana
SWZ,240,1,1,Eswatini,Eswatini,4,0.00003,news,world,africa,southern_africa,,,,,Iz,,Estonia
LSO,118,1,1,Lesotho,Lesotho,4,0.00041,news,world,africa,southern_africa,,,,,Ja,,Lesotho
NAM,147,1,1,Namibia,Namibia,4,0.00045,news,world,africa,southern_africa,,,,,Jb,,Namibia
ZAF,196,1,1,South Africa,South Africa,4,0.01008,news,world,africa,southern_africa,,,,,Jc,,"""south africa"""
ATF,74,0,1,French Southern Territories,French Southern Territories,4,0.00002,news,world,africa,southern_africa,FRA,,,FRA,Jd,No permanent population,"""French Southern Terriories"""
oceania,,1,0,Oceania,Oceania,2,0.04381,news,world,,,,,,,Je,,
AUS,14,1,1,Australia,Australia,3,0.03039,news,world,oceania,,,,,,Jf,,Australia
NZL,152,1,1,New Zealand,New Zealand,3,0.01030,news,world,oceania,,,,,,Jg,,"""new zealand"""
ANT,8,1,1,Antarctica,Antarctica,3,0.00139,news,world,oceania,,,,,,Jh,,Antarctica
micronesia,,1,0,Micronesia,Micronesia,3,0.00635,news,world,oceania,,,,,,Ji,,
FSM,136,1,1,Federated States of Micronesia,Federated States of Micronesia,4,0.00002,news,world,oceania,micronesia,,,,,Jj,"Federated States of Micronesia, not to be confused with the 6-country region: FSM, Palau, Kiribati, Guam (US), Northern Mariana Islands (US), Nauru ","""falkland islands"""
MHL,132,1,1,Marshall Islands,Marshall Islands,4,0.00019,news,world,oceania,micronesia,,,,,Jk,,"""marshall islands"""
GUM,84,1,1,Guam,Guam,4,0.00589,news,world,oceania,micronesia,USA,,,USA,Jl,163000 people,Guam
KIR,111,1,1,Kiribati,Kiribati,4,0.00016,news,world,oceania,micronesia,,,,,Jm,110000 people,Kiribati
NRU,148,1,1,Nauru,Nauru,4,0.00014,news,world,oceania,micronesia,,,,,Jn,,Nauru
PLW,162,1,1,Palau,Palau,4,0.00028,news,world,oceania,micronesia,,,,,Jo,,Palau
MNP,146,0,1,North Mariana Islands,North Mariana Islands,4,0.00002,news,world,oceania,micronesia,USA,,,USA,Jp,,"""Mariana Islands"""
melanesia,,1,0,Melanesia,Melanesia,3,0.00104,news,world,oceania,,,,,,Jq,,
FJI,71,1,1,Fiji,Fiji,4,0.00050,news,world,oceania,melanesia,,,,,Jr,,Fiji
PNG,165,1,1,Papua New Guinea,Papua New Guinea,4,0.00027,news,world,oceania,melanesia,,,,,Js,,"""papua new guinea"""
SLB,193,1,1,Solomon Islands,Solomon Islands,4,0.00042,news,world,oceania,melanesia,,,,,Jt,,"""solomon islands"""
NCL,151,1,1,New Caledonia,New Caledonia,4,0.00008,news,world,oceania,melanesia,FRA,,,FRA,Ju,300000 people,"""new caledonia"""
VUT,231,1,1,Vanuatu,Vanuatu,4,0.00049,news,world,oceania,melanesia,,,,,Jv,,Vanuatu
HMD,91,0,1,Heard Islands & McDonald Island,Heard Islands & McDonald Island,4,0.00002,news,world,oceania,melanesia,AUS,,,AUS,Jw,Uninhabited,"""Heard Islands"" OR ""McDonald Island"""
iot,97,0,1,Australian Indian Ocean Territory,Australian Indian Ocean Territory,4,0.00002,news,world,oceania,melanesia,,,,,Jx,Australian Indian Ocean Territory? ~2000 people.,Australia
aci,13,0,1,Ashmore and Cartier Islands,Ashmore and Cartier Islands,4,0.00002,news,world,oceania,melanesia,AUS,,,AUS,Jy,Uninhabited,"""Ashmore and Cartier Islands"""
polynesia,,1,0,Polynesia,Polyesia,3,0.00118,news,world,oceania,,,,,,Jz,,
WSM,181,1,1,Samoa,Samoa,4,0.00065,news,world,oceania,polynesia,,,,,Ka,,"""samoa"" NOT (american OR joe)"
ASM,4,0,1,American Samoa,American Samoa,4,0.00042,news,world,oceania,polynesia,USA,,,USA,Kb,,"""american samoa"" OR (samoa NOT joe)"
TON,217,1,1,Tonga,Tonga,4,0.00043,news,world,oceania,polynesia,,,,,Kc,,Tonga
PYF,73,1,1,French Polynesia,French Polynesia,4,0.00015,news,world,oceania,polynesia,FRA,,,FRA,Kd,300000 people,France
PCN,169,0,1,Pitcairn Islands,Pitcairn Islands,4,0.00002,news,world,oceania,polynesia,GBR,,,GBR,Ke,50 people! :-),"""pitcairn islands"""
WLF,236,0,1,Wallis and Futuna Islands,Wallis and Futuna Islands,4,0.00002,news,world,oceania,polynesia,FRA,,,FRA,Kf,12000 people,"""Wallis and Futuna Islands"""
COK,49,0,1,Cook Islands,Cook Islands,4,0.00005,news,world,oceania,polynesia,NZL,,,NZL,Kg,"15000 people, citizens of NZ","""cook islands"""
NIU,156,0,1,Niue,Niue,4,0.00004,news,world,sml,polynesia,NZL,,,NZL,Kh,1600 people,Niue
NFK,157,0,1,Norfolk Island,Norfolk Island,4,0.00006,news,world,oceania,polynesia,AUS,,,AUS,Ki,1700 people,"""norfolk island"""
crime_justice,,1,0,Crime & justice,crime & justice,1,0.09228,news,,,,,,,,ab,crime & justice,
crime,9360912,1,1,Crime,Crime,2,0.01555,news,crime_justice,,,,,,,ac,crime and criminals,
violent_crime,,12,0,Violent crime,Crime,3,0.00896,news,crime_justice,crime,,,,,,ad,,
murders,9360982,1,1,Murders and attempted murders,Murders & attempts,4,0.00245,news,crime_justice,crime,violent_crime,,,,,ae,murders and attempted murders,murder
serial_murders,9361103,0,1,Serial murders,Serial murders,5,0.00002,news,crime_justice,crime,violent_crime,murders,,,,af,serial murders,
assassinations,9361255,0,1,Assassinations and attempted assassinations,Assasinations & attempts,5,0.00002,news,crime_justice,crime,violent_crime,murders,,,,ag,assassinations and attempted assassinations,assasinat
shootings,9361385,0,1,Shootings,Shootings,5,0.00017,news,crime_justice,crime,violent_crime,murders,,,,ah,shootings,shooting
torture,9361025,1,1,Torture,Torture,4,0.00044,news,crime_justice,crime,violent_crime,,,,,ai,torture,torture
sex_crimes,9360922,1,1,Sex crimes,Sex crimes,4,0.00120,news,crime_justice,crime,violent_crime,,,,,aj,sex crimes,rape OR incest OR pedophil
war_crimes,9361209,1,1,War crimes,war crimes,4,0.00004,news,crime_justice,crime,violent_crime,,,,,ak,war crimes and criminals,"""war crime"""
domestic_violence,9361199,1,1,Domestic violence,Domestic violence,4,0.00085,news,crime_justice,crime,violent_crime,,,,,al,domestic violence,"""domestic violence"""
child_abuse_neglect,9361063,1,1,Child abuse & neglect,Child abuse & neglect,4,0.00032,news,crime_justice,crime,violent_crime,,,,,am,child abuse and neglect,"""child abuse"" OR ""child neglect"""
child_abuse,9361207,0,1,Child abuse,child abuse,5,0.00017,news,crime_justice,crime,violent_crime,child_abuse,,,,an,child abuse,"""child abuse"""
violence,9361116,1,1,Violence & assaults,violence,4,0.00040,news,crime_justice,crime,violent_crime,,,,,ao,violence,assault
assaults,9361224,0,1,Assaults,assaults,5,0.00024,news,crime_justice,crime,violent_crime,violence,,,,ap,assaults,assault
kidnapping,9361196,1,1,Kidnapping & hostages,kidnapping,4,0.00009,news,crime_justice,crime,violent_crime,,,,,aq,kidnapping,kidnap OR hostage
missing_persons,9361361,0,1,Missing persons,missing persons,5,0.00002,news,crime_justice,crime,violent_crime,kidnapping,,,,ar,missing persons,missing persons
hostages,9361201,0,1,Hostages,hostages,5,0.00004,news,crime_justice,crime,violent_crime,kidnapping,,,,as,hostages,hostage
terrorism,9360900,1,1,Terrorism,terrorism,4,0.00233,news,crime_justice,crime,violent_crime,,,,,at,terrorism,terroris
hijacking,9361017,1,1,Hijacking,hijacking,4,0.00019,news,crime_justice,crime,violent_crime,,,,,au,hijacking,hijack
bombs,9361173,1,1,Bombs,bombs,4,0.00104,news,crime_justice,crime,violent_crime,,,,,av,bombs and explosives,bomb
bomb_plots,9361421,0,1,Bombs and bomb plots,bombs and bomb plots,5,0.00002,news,crime_justice,crime,violent_crime,bombs,,,,aw,bombs and bomb plots,bomb
explosions,9361294,0,1,Explosions,explosions,4,0.00011,news,crime_justice,crime,violent_crime,,,,,ax,explosions,explosion
arson,9361119,1,1,Arson,arson,4,0.00016,news,crime_justice,crime,violent_crime,,,,,ay,arson,arson
vice_crime,56166352,1,1,Vice crime,vice crime,3,0.00303,news,crime_justice,crime,,,,,,az,,
prostitution,9360923,1,1,Prostitution,prostitution,4,0.00012,news,crime_justice,crime,vice_crime,,,,,ba,prostitution,prostitution
child_porn,,1,1,Child pornography,child pornography,4,0.00002,news,crime_justice,crime,vice_crime,,,,,bb,,"""child porn"""
drugs,9360890,1,1,Drug abuse & traffic,drug abuse and traffic,4,0.00290,news,crime_justice,crime,vice_crime,,,,,bc,drug abuse and traffic,"""drug abuse"" or ""drug traffic"""
drug_traffic,9361342,0,1,Drug traffic,drug traffic,5,0.00007,news,crime_justice,crime,vice_crime,drugs,,,,bd,drug traffic,"""drug traffic"""
cocaine,9361086,1,1,Cocaine,cocaine and crack cocaine,5,0.00033,news,crime_justice,crime,vice_crime,drugs,,,,be,cocaine and crack cocaine,cocaine
marijuana,9360891,1,1,Marijuana,marijuana,5,0.00137,news,crime_justice,crime,vice_crime,drugs,,,,bf,marijuana,marijuana
drunk_driving,9361220,1,1,Drunken & reckless driving,drunken and reckless driving,4,0.00002,news,crime_justice,crime,vice_crime,,,,,bg,drunken and reckless driving,"""drunk driving"" OR ""drunken driving"" OR DUI or ""reckless driving"""
organized_crime,9361221,1,1,Organized crime,organized crime,3,0.00020,news,crime_justice,crime,,,,,,bh,organized crime,
racketeering,9361289,1,1,Racketeering,racketeering and racketeers,4,0.00002,news,crime_justice,crime,organized_crime,,,,,bi,racketeering and racketeers,racketeering
threats,31545210,1,1,Threats and threatening messages,threats and threatening messages,4,0.00002,news,crime_justice,crime,organized_crime,,,,,bj,threats and threatening messages,"""threatening messag"""
smuggling,9361315,1,1,Smuggling,smuggling,4,0.00010,news,crime_justice,crime,organized_crime,,,,,bk,smuggling,smuggling
white_collar_crime,,1,1,White-collar crime,white-collar crime,3,0.00113,news,crime_justice,crime,,,,,,bl,,
fraud,9360947,1,1,Fraud and swindling,frauds and swindling,4,0.00085,news,crime_justice,crime,white_collar_crime,,,,,bm,frauds and swindling,fraud
embezzlement,9361313,1,1,Embezzlement,embezzlement,4,0.00002,news,crime_justice,crime,white_collar_crime,,,,,bn,embezzlement,embezzl
securities_violations,9361223,1,1,Securities & commodities violations,securities and commodities violations,4,0.00006,news,crime_justice,crime,white_collar_crime,,,,,bo,securities and commodities violations,"""securities violation"" OR ""commodities violations"
cybercrime,,1,1,Cybercrime,cybercrime,4,0.00009,news,crime_justice,crime,white_collar_crime,,,,,bp,,cybercrime
tax_evasion,9361330,1,1,Tax evasion,tax evasion,4,0.00002,news,crime_justice,crime,white_collar_crime,,,,,bq,tax evasion,"""tax evasion"""
bribery,9361226,1,1,Bribery,bribery,4,0.00016,news,crime_justice,crime,white_collar_crime,,,,,br,bribery,bribe
perjury,9361232,1,1,Perjury,perjury,4,0.00004,news,crime_justice,crime,white_collar_crime,,,,,bs,perjury,perjur
whitewater,9362005,0,1,Whitewater case,whitewater case,4,0.00002,news,crime_justice,crime,white_collar_crime,,,,,bt,whitewater case,whitewater
robberies_thefts,9361008,1,1,Robberies and thefts,robberies and thefts,3,0.00059,news,crime_justice,crime,,,,,,bu,"robberies and thefts; this is only entry under ""property crime""",robber OR burglar OR theft OR thief
sexual_harrassment,9361208,1,1,Sexual harassment,sexual harassment,3,0.00009,news,crime_justice,crime,,,,,,bv,sexual harassment,"""sexual harassment"""
legal_system,,1,0,Legal system,legal system,2,0.05205,news,crime_justice,,,,,,,bw,legal systen,
police,9360881,1,1,Police,police,3,0.04261,news,crime_justice,legal_system,,,,,,bx,police,police
police_brutality,9361079,1,1,Police brutality and misconduct,police brutality and misconduct,4,0.00011,news,crime_justice,legal_system,police,,,,,by,police brutality and misconduct,"""police brutality"" OR ""police misconduct"""
attacks_on_police,9361239,1,1,Attacks on police,attacks on police,4,0.00015,news,crime_justice,legal_system,police,,,,,bz,attacks on police,"""attack on police"" OR ""police shot"" or ""trooper shot"""
citizenship,,0,0,Citizenship,citizenship,3,0.00002,news,crime_justice,legal_system,,,,,,ca,,citizenship
illegal_aliens,9360910,1,1,Illegal aliens,illegal aliens,3,0.00118,news,crime_justice,legal_system,,,,,,cb,illegal aliens,"""illegal alien"""
border_wall,,1,1,Border wall,border wall,4,0.00006,news,crime_justice,legal_system,illegal_aliens,,,,,cc,,"""border wall"""
path_to_citizenship,,1,1,Path to citizenship,path to citizenship,4,0.00002,news,crime_justice,legal_system,illegal_aliens,,,,,cd,,"""path to citizenship"" OR DACA"
deportation,9361191,1,1,Deportation,deportation,4,0.00047,news,crime_justice,legal_system,illegal_aliens,,,,,ce,deportation,deportation
sanctuary_cities,,1,1,Sanctuary cities,sanctuary cities,4,0.00003,news,crime_justice,legal_system,illegal_aliens,,,,,cf,,"""sanctuary cit"""
courts,9361214,1,1,Court system,courts,3,0.00200,news,crime_justice,legal_system,,,,,,cg,courts,
legal_profession,9361213,0,1,Legal profession,legal profession,4,0.00006,news,crime_justice,legal_system,courts,,,,,ch,legal profession,"""legal profession"" OR lawyer OR attorney"
attorneys_general,9361992,0,1,Attorneys general,attorneys general,4,0.00006,news,crime_justice,legal_system,courts,,,,,ci,attorneys general,"""attorney general"""
judges,9361278,0,1,Judges,judges,4,0.00179,news,crime_justice,legal_system,courts,,,,,cj,judges,judge
guards,9361305,0,1,Guards,guards,4,0.00003,news,crime_justice,legal_system,courts,,,,,ck,Guards,
jury system,9361205,0,1,Jury system,jury system,4,0.00006,news,crime_justice,legal_system,courts,,,,,cl,jury system,jury 
lawsuits,9360860,1,1,Lawsuits,suits and litigation,3,0.00306,news,crime_justice,legal_system,courts,,,,,cm,suits and litigation,lawsuit OR litigation
suits_against_govt,9634119,0,1,Suits and claims against government,suits and claims against government,4,0.00002,news,crime_justice,legal_system,lawsuits,,,,,cn,suits and claims against government,
arbitration,9361356,0,1,"Arbitration, conciliation and mediation","arbitration, conciliation and mediation",4,0.00002,news,crime_justice,legal_system,lawsuits,,,,,co,"arbitration, conciliation and mediation",arbitration OR arbitrate OR mediation OR mediator
verdicts,9360905,1,1,Verdicts & sentences,decisions and verdicts,3,0.00256,news,crime_justice,legal_system,,,,,,cp,decisions and verdicts,verdict OR sentenced
fines,9361231,0,1,Fines & penalties,fines & penalties,4,0.00004,news,crime_justice,legal_system,verdicts,,,,,cq,fines (penalties),fines
sentences,9361027,0,1,Sentences,sentences,4,0.00050,news,crime_justice,legal_system,verdicts,,,,,cr,sentences (criminal),
probation,9361219,0,1,Probation & parole,probation and parole,4,0.00002,news,crime_justice,legal_system,verdicts,,,,,cs,probation and parole,probation OR parole
trials,9361982,0,1,Trials,trials,4,0.00120,news,crime_justice,legal_system,verdicts,,,,,ct,Trials,Trials
prisons,9361042,1,1,Prisons and prisoners,prisons and prisoners,3,0.00233,news,crime_justice,legal_system,,,,,,cu,prisons and prisoners,prisons and prisoners
prison_reform,,1,1,Prison reform,prison reform,4,0.00003,news,crime_justice,legal_system,prisons,,,,,cv,,"""prison reform"""
private_prisons,,1,1,Private prisons,private prisons,4,0.00003,news,crime_justice,legal_system,prisons,,,,,cw,,"""private prison"""
extradition,9361113,1,1,Extradition,extradition,3,0.00014,news,crime_justice,legal_system,,,,,,cx,extradition,extradit
political_asylum,9361212,1,1,Political asylum,political asylum,3,0.00002,news,crime_justice,legal_system,,,,,,cy,asylum (political),"""political asylum"""
law_legislation,9360837,1,1,Legislation,legislation,2,0.00271,news,crime_justice,,,,,,,cz,law and legislation,legislation
copyrights,9360870,1,1,Copyrights,copyrights,3,0.00003,news,crime_justice,law_legislation,,,,,,da,copyrights,copyright
disclosure,9361983,1,1,Information disclosure,disclosure of information,3,0.00002,news,crime_justice,law_legislation,,,,,,db,disclosure of information,
liability,9361336,1,1,Product liability,product liability,3,0.00002,news,crime_justice,law_legislation,,,,,,dc,liability for products,"""product liability"""
antitrust,9361284,1,1,Antitrust actions & laws,antitrust actions & laws,3,0.00011,news,crime_justice,law_legislation,,,,,,dd,antitrust actions and laws,antitrust
civil_liberties,,1,1,Civil liberties,civil liberties,2,0.02915,news,crime_justice,,,,,,,de,civil liberties,"""civil libert"""
human_rights,9361136,1,1,Freedom & human rights,freedom and human rights,3,0.00022,news,crime_justice,civil_liberties,,,,,,df,freedom and human rights,"""human right"""
freedom_of_speech,9360919,1,1,Freedom of speech & expression,freedom of speech & expression,3,0.00026,news,crime_justice,civil_liberties,,,,,,dg,freedom of speech and expression,"""freedom of speech"" OR ""freedom of expression"""
political_prisoners,9361215,1,1,Political prisoners,political prisoners,4,0.00002,news,crime_justice,civil_liberties,freedom_of_speech,,,,,dh,political prisoners,"""political prisoner"""
whistleblowers,,1,1,Whistleblowers,whistleblowers,4,0.00022,news,crime_justice,civil_liberties,freedom_of_speech,,,,,di,,whistleblower
snowden,,1,1,Snowden case,Snowden case,7,0.00002,news,crime_justice,civil_liberties,freedom_of_speech,whistleblowers,privacy,surveillance,,dj,,snowden
manning,,1,1,Manning case,Manning case,6,0.00002,news,crime_justice,civil_liberties,freedom_of_speech,whistleblowers,war_crimes,,,dk,,"""chelsea manning"" OR ""bradley manning"""
hate_speech,,1,1,Hate speech,hate speech,4,0.00002,news,crime_justice,civil_liberties,freedom_of_speech,,,,,dl,,"""hate speech"""
safe_spaces,,1,1,Safe spaces,safe spaces,4,0.00002,news,crime_justice,civil_liberties,freedom_of_speech,,,,,dm,,"""safe space"""
freedom_of_press,9361170,1,1,Freedom of press,freedom of press,3,0.00006,news,crime_justice,civil_liberties,,,,,,dn,freedom of the press,"""freedom of press"" OR ""press freedom"" or ""freedom of the press"""
assange,,1,1,Assange case,gdpr,5,0.00003,news,crime_justice,civil_liberties,freedom_of_press,war_crimes,,,,do,,assange
censorship,9361210,1,1,Censorship,censorship,3,0.00058,news,crime_justice,civil_liberties,,,,,,dp,censorship,censorship
privacy,9360835,1,1,Privacy,privacy,3,0.02386,news,crime_justice,civil_liberties,,,,,,dq,privacy,privacy
gdpr,,0,1,GDPR,gdpr,4,0.00030,news,crime_justice,civil_liberties,privacy,,,,,dr,,gdpr
search_seizure,9361962,0,1,Search & seizure,Search & seizure,4,0.00002,news,crime_justice,civil_liberties,privacy,,,,,ds,Search and seizure,"""search and seizure"""
surveillance,9361322,0,1,Surveillance,surveillance,4,0.00301,news,crime_justice,civil_liberties,privacy,,,,,dt,Wiretapping and other eavesdropping devices and methods,wiretapping OR eavesdropping OR surveillance
ethics,9360915,1,1,Ethics,ethics,3,0.00370,news,crime_justice,civil_liberties,,,,,,du,ethics,(liberty OR liberties) AND ethics
church_state,9360893,1,1,Church-state relations,church-state relations,3,0.00014,news,crime_justice,civil_liberties,,,,,,dv,church-state relations,"""separation of church and state"""
capital_punishment,9361200,1,1,Capital punishment,capital punishment,3,0.00006,news,crime_justice,civil_liberties,,,,,,dw,capital punishment,"""capital punishment"""
gun_control,9360895,1,1,Gun control,gun control,3,0.00027,news,crime_justice,civil_liberties,,,,,,dx,gun control,"""gun control"" OR ""gun rights"" or ""right to bear arms"" or ""second amendment"" or NRA"
governance,,1,1,Governance,governance,2,0.00130,news,crime_justice,,,,,,,dy,governance,governance
constitutions,9361328,1,1,Constitutions,constitutions,3,0.00014,news,crime_justice,governance,,,,,,dz,constitutions,constitution
electoral_systems,,1,1,Electoral systems,electoral systems,3,0.00017,news,crime_justice,governance,,,,,,ea,,"""electoral system"""
gerrymandering,,1,1,Gerrymandering,gerrymandering,4,0.00012,news,crime_justice,governance,electoral_systems,,,,,eb,,gerrymandering
term_limits,,1,1,Term limits,term limits,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ec,,"""term limit"""
ranked_choice_voting,,1,1,Ranked choice voting,ranked choice voting,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ed,,"""ranked choice voting"""
open_primaries,,1,1,Open primaries,open primaries,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ee,,"""open primaries"""
public_election_funding,,1,1,Public election funding,public election funding,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ef,,"""public election funding"""
electoral_college,,1,1,Electoral college,electoral college,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,eg,,"""electoral college"""
voter_id,,1,1,Voter ID requirement,voter ID requirement,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,eh,,"""voter id"""
mandatory_voting,,1,1,Mandatory voting,mandatory voting,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ei,,"""mandatory voting"""
online_voting,,1,1,Online voting,online voting,4,0.00002,news,crime_justice,governance,electoral_systems,,,,,ej,,"""online voting"""
lobbying,9360866,1,1,Lobbying and lobbyists,lobbying and lobbyists,3,0.00009,news,crime_justice,governance,,,,,,ek,lobbying and lobbyists,lobbying OR lobbied OR lobbyist
revolving_door,,1,1,Revolving door,revolving door,4,0.00004,news,crime_justice,governance,lobbying,,,,,el,,"""revolving door"" "
campaign_finance,,1,1,Campaign finance reform,campaign finance reform,4,0.00002,news,crime_justice,governance,lobbying,,,,,em,,"""campaign finance reform"""
social_issues,,1,1,Social issues,social issues,1,0.13336,news,,,,,,,,en,social issues,
minorities,9360855,1,1,Minorities,minorities,2,0.01208,news,social_issues,,,,,,,eo,minorities (us),
minorities_err,9361999,0,1,"Minorities (ethnic, racial, religious)","minorities (ethnic, racial, religious)",3,0.00002,news,social_issues,minorities,,,,,,ep,"minorities (ethnic, racial, religious)",minorities
african_americans,9360863,1,1,African-Americans,African-Americans,3,0.00141,news,social_issues,minorities,,,,,,eq,blacks,"blacks OR ""african-american"" OR {""african american"""
african_americans_us,9361066,0,1,Blacks (in us),blacks (in us),4,0.00003,news,social_issues,minorities,african_americans,,,,,er,blacks (in us),
latinos,9360867,1,1,Latinos,Latinos,3,0.00322,news,social_issues,minorities,,,,,,es,hispanic-americans,hispanic OR latino
asian_americans,,1,1,Asian-Americans,Asian-Americans,3,0.00002,news,social_issues,minorities,,,,,,et,,
native_americans,9361115,1,1,Native Americans,Native Americans,3,0.00144,news,social_issues,minorities,,,,,,eu,"indians, american","""native american"""
race,9361240,1,1,Race,race,3,0.00575,news,social_issues,minorities,,,,,,ev,race,racial OR racist
racial_relations,9361425,0,1,Racial relations,racial relations,4,0.00002,news,social_issues,minorities,race,,,,,ew,racial relations,
affirmative_action,9361029,1,1,Affirmative action,affirmative action,3,0.00002,news,social_issues,minorities,,,,,,ex,affirmative action,"""affermative action"""
discrimination,9360938,1,1,Discrimination,discrimination,3,0.00131,news,social_issues,minorities,,,,,,ey,discrimination,discrimination
equal_opportunity,9360906,0,1,Equal educational opportunities,equal educational opportunities,4,0.00002,news,social_issues,minorities,discrimination,,,,,ez,equal educational opportunities,"""equal opportunit"""
religion,9360848,1,1,Religion,religion,2,0.02043,news,social_issues,,,,,,,fa,religion and churches,
christianity,9360847,1,1,Christianity,Christianity,3,0.00459,news,social_issues,religion,,,,,,fb,christians and christianity,christianity OR christians
priests,9361049,0,1,Priests,priests,3,0.00074,news,social_issues,religion,,,,,,fc,priests,priests
judaism,9360877,1,1,Judaism,Judaism,3,0.00133,news,social_issues,religion,,,,,,fd,jews,jews OR jewish OR judaism
antisemitism,9361263,0,1,Anti-semitism,anti-semitism,3,0.00002,news,social_issues,religion,,,,,,fe,anti-semitism,"""anti-semitism"""
islam,9360888,1,1,Islam,Islam,3,0.01414,news,social_issues,religion,,,,,,ff,islam,islam or muslim or moslem
hinduism,,1,1,Hinduism,Hinduism,3,0.00014,news,social_issues,religion,,,,,,fg,,hindu
buddhism,,1,1,Buddhism,Buddhism,3,0.00036,news,social_issues,religion,,,,,,fh,,buddhis
other_religions,,1,1,Other religions,other religions,3,0.00002,news,social_issues,religion,,,,,,fi,,shinto OR zoroastrian
non_religion,,1,1,Non-religion,non-religion,3,0.00002,news,social_issues,religion,,,,,,fj,,"atheis OR ""secular humanis"" OR ""non-believ"" or agnostic"
family,,1,1,Family,family,2,0.03299,news,social_issues,,,,,,,fk,,
family_life,9361249,1,1,Family life,families and family life,3,0.00009,news,social_issues,family,,,,,,fl,families and family life,family
childcare,9361039,1,1,Child care,child care,3,0.00030,news,social_issues,family,,,,,,fm,child care,"""child care"" or ""childcare"" or daycare OR ""day care"" or preschool"
fostercare,9361295,1,1,Foster care,foster care,3,0.00004,news,social_issues,family,,,,,,fn,foster care,"""foster care"""
babies,9361163,1,1,Babies,babies,3,0.00093,news,social_issues,family,,,,,,fo,babies,baby OR babies or infant
kids,9360981,1,1,Children and youth,children and youth,3,0.00289,news,social_issues,family,,,,,,fp,children and youth,child OR teen OR adolescen
marriage,9360975,1,1,Marriage,marriage,3,0.00206,news,social_issues,family,,,,,,fq,marriages,marriage OR matrimony OR wedding OR wife OR husband
divorce,9361097,1,1,Divorce,"divorce, separations and annulments",3,0.00066,news,social_issues,family,,,,,,fr,"divorce, separations and annulments",divorc
custody,9361321,0,1,Child custody & support,child custody and support,4,0.00002,news,social_issues,family,divorce,,,,,fs,child custody and support,"""child custody"""
men,9361217,1,1,Men,men,3,0.00002,news,social_issues,family,,,,,,ft,men,
women,9360892,1,1,Women,women,3,0.02233,news,social_issues,family,,,,,,fu,women,woman OR women
seniors,9361054,1,1,Seniors,seniors,3,0.00460,news,social_issues,family,,,,,,fv,aged,"retire OR ""senior citizen"""
retirement,9361043,0,1,Retirement,retirement,4,0.00236,news,social_issues,family,seniors,,,,,fw,retirement,retirement
retirement_plans,9361062,1,1,Retirement plans,retirement plans,3,0.00021,news,social_issues,family,,,,,,fx,pensions and retirement plans,"""pension plan"" OR ""retirement plan"""
social_security,9361038,0,1,Social security,social security,3,0.00014,news,social_issues,family,retirement_plans,,,,,fy,social security (us),"""social security"""
sex,9360898,1,1,Sex,sex,2,0.01128,news,social_issues,,,,,,,fz,sex,
birth_control,9360988,1,1,Birth control,birth control,3,0.00004,news,social_issues,sex,,,,,,ga,birth control and family planning,
abortion,9360841,1,1,Abortion,abortion,3,0.00402,news,social_issues,sex,,,,,,gb,abortion,abortion
lgbt,9360858,1,1,LGBT,LGBT,3,0.00716,news,social_issues,sex,,,,,,gc,homosexuality,"gay OR homosexual OR lesbian OR transgender or ""non-binary"" OR genderfluid OR lbtq"
porn,9361034,1,1,Pornography & obscenity,pornography and obscenity,3,0.00005,news,social_issues,sex,,,,,,gd,pornography and obscenity,porno OR obscen
immigration,9360897,1,1,Immigration & refugees,immigration & refugees,2,0.00182,news,social_issues,,,,,,,ge,immigration and refugees,
immigration_emigration,9361393,0,1,Immigration and emigration,immigration and emigration,3,0.00002,news,social_issues,immigration,,,,,,gf,immigration and emigration,
refugees,9361980,0,1,Refugees and expatriates,refugees and expatriates,3,0.00002,news,social_issues,immigration,,,,,,gg,refugees and expatriates,
social_conditions,9361387,1,1,Social conditions & trends,social conditions and trends,2,0.06500,news,social_issues,,,,,,,gh,social conditions and trends,
welfare,9361320,1,1,Welfare,welfare,3,0.00151,news,social_issues,social_conditions,,,,,,gi,welfare (us),welfare
labor,9360859,1,1,Labor,labor,3,0.04335,news,social_issues,social_conditions,,,,,,gj,labor,labor
unemployment,9360967,1,1,Unemployment,unemployment,3,0.01237,news,social_issues,social_conditions,,,,,,gk,unemployment,unemploy
unemployment_ job_market,9361984,0,1,Unemployment & job market,unemployment & job market,4,0.00002,news,social_issues,social_conditions,unemployment,money,,,,gl,unemployment and job market,"""job market"""
layoffs,9361381,0,1,Layoffs,layoffs,4,0.00128,news,social_issues,social_conditions,unemployment,money,,,,gm,layoffs (labor),layoff
