Job No,Corpus,Model,Configuration,,FPR/article,FNR/article,TPR/article,TNR/article,FPR/tag,FNR/tag,Magic Number,Sum,Product,Date,0.1385ln(x)+y,,,,
,Spacey,doc2vec + NN,"10%, embed size 1000, 100 epochs [400,200] ReLU Adam 1e-5","10%, 1000[400,200] 100 epochs",0.251266391234057,1.71208909646128,,,0.103712492160283,0.706680372660917,,0.8103928648212,0.073291582609422,,0.392820992799228,,,,
,Spacey,doc2vec + NN,"10%, embed size 1000, 100 epochs [500,250] ReLU Adam 1e-5","10%, 1000[500,250] 100 epochs",0.262906412789653,1.65352972875875,,,0.108517017104512,0.682509460132857,,0.791026477237368,0.074063890759228,,0.37492197354305,,,,
,Spacey,doc2vec + NN,"10%, embed size 1000, 100 epochs [1000,500] ReLU Adam 1e-5","10%, 1000[1000,500] 100 epochs",0.301598706664271,1.5977366624753,,,0.124487613909863,0.659480363718086,,0.783967977627949,0.082097136899673,,0.37090881964293,,,,
,Spacey,DistillBERT + NN,"5-gram CNN, [512,512] 10 epochs","5-gram CNN, [512,512] 10 epochs",,,,,0.94,0.36,,1.3,0.3384,,0.351430256585045,,,,
,Spacey,DistillBERT + NN,"5,3,2-gram CNN, [512,512] 10 epochs","5,3,2-gram CNN, [512,512] 10 epochs",,,,,1.092,0.335,,1.427,0.36582,,0.347189506509196,,,,
,Spacey,RUM,"1000 samples, 2 epochs","1000 samples, 2 epochs",,,,,0.021304347826087,0.932608695652173,,0.95391304347826,0.019868620037807,19-Jun,0.399543787274956,,,,
,Spacey,RUM,,0.25,,,,,0.109565217391304,0.880434782608695,,0.989999999999999,0.096465028355387,,0.574178691563489,,,,
,Spacey,RUM,,0.15,,,,,0.304782608695652,0.832173913043478,,1.13695652173913,0.25363213610586,,0.667614235732231,,,,
,Spacey,doc2vec + NN,"20%, embed size 2000, 100 epochs [1000,500] ReLU Adam 1e-5","20%, 2000[1000,500] 100 epochs",0.343398598886294,1.45270343093227,,,0.141740900245077,0.599616576064227,,0.741357476309305,0.084990193293215,,0.329021573072425,,,,
,Spacey,doc2vec + NN,"20%, embed size 2000, 100 epochs [1500,500] ReLU Adam 1e-5","20%, 2000[1500,500] 100 epochs",0.358056403808155,1.44212322615412,,,0.147791042767439,0.595249500150418,,0.743040542917857,0.087972544334027,,0.33044361131845,,,,
,Spacey,DistillBERT + NN,"5,3,2-gram CNN, Max over, [512,512] 10 epochs","Max over, 10 epochs",,,,,1.165,0.331,,1.496,0.385615,22-Jun,0.352151870551946,,,,
,Spacey,DistillBERT + NN,"5,3,2-gram CNN, Max over, [512,512] 7 epochs pos_weight=5","Max over, 7 epochs",,,,,0.636,0.421,,1.057,0.267756,,0.358320894883581,,,,
,Spacey,TF-IDF + NB,"50-0.01, Full Text",50-0.01,0.865194414206625,1.54600160230502,,,0.357116876872482,0.63812624629725,,0.995243123169731,0.227885652128034,23-Jun,0.495513881502333,,,,
,Spacey,DistillBERT + NN,"5,3,2-gram CNN, Mean over, [512,512] 7 epochs pos_weight=8",,,,,,0.92,0.364,,1.284,0.33488,,0.352451647161941,,,,
,Spacey,DistillBERT + NN,"5,3,2-gram CNN, Mean over, [512,512] 7 epochs pos_weight=5",,,,,,0.544,0.442,,0.986,0.240448,,0.357680364550522,,,,
,Spacey,DistillBERT + NN,"5,4,3,2-gram CNN, Mean over, [512,512] 7 epochs pos_weight=5",,,,,,0.638,0.416,,1.054,0.265408,,0.353755746104227,,,,
,Spacey,DistillBERT + NN,"5,4,3,2-gram CNN, Mean over, [512,512] 7 epochs pos_weight=3",,,,,,0.346,0.501,,0.847,0.173346,,0.354007664206469,,,,
,Spacey,DistillBERT + NN,"5,4,3,2-gram CNN, Max over, [512,512] 7 epochs pos_weight=5",,,,,,0.549,0.44,,0.989,0.24156,,0.356947528010044,,,,
,Spacey,DistillBERT + NN,"5,4,3,2-gram CNN, Stack, [512,512] 7 epochs pos_weight=5",,,,,,0.625,0.411,,1.036,0.256875,,0.345904497349466,,,,
,Spacey,DistillBERT + NN,"5,4,3,2-gram CNN, Stack, [512,512] 7 epochs pos_weight=3",,,,,,0.316,0.512,,0.828,0.161792,,0.352446190442761,,,,
,Spacey,TF-IDF* + NN,"15 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",,0.377845797901196,1.39844224337073,,,0.155959295471874,0.577219776548204,,0.733179072020078,0.090022789682891,24-Jun,0.319864584382662,,,,
,Spacey,DistillBERT + NN,"On all Corpus; Distilbert; 4 CNN bias (5, 4, 3, 2 -grams), Stack; 2 Linear (1024); Epochs = 7; pos_weight = 3",,,,,,0.314,0.516,,0.83,0.162024,,0.355566822409267,,,,
,Spacey,DistillBERT + NN,"On all Corpus; Distilbert; 4 CNN bias (5, 4, 3, 2 -grams), Stack; 2 Linear (1024); Epochs = 7; pos_weight = 5",,,,,,0.573,0.428,,1.001,0.245244,,0.350873565625965,,,,
,Spacey,DistillBERT + NN,"On all Corpus; Distilbert; 4 CNN bias (5, 4, 3, 2 -grams), Stack; 2 Linear (512); ReLU; Epochs = 7; pos_weight = 5",,,,,,0.57,0.422,,0.992,0.24054,,0.344146529835735,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 2 Linear (512); ReLU; Epochs = 7; pos_weight = 5,,,,,,0.665,0.394,,1.059,0.26201,,0.33749639899181,,,,
,Spacey,TF-IDF* + NN,"10 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",,0.32030652166884,1.50089994934416,,,0.132209434991736,0.619510128136179,,0.751719563127915,0.081905084012542,25-Jun,0.339273662208687,,,,
,Spacey,TF-IDF* + NN,"8 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",,0.312341700527036,1.53623688247487,,,0.128921882501447,0.634095769225254,,0.763017651726702,0.081748820254723,,0.350371785348125,,,,
,Spacey,TF-IDF* + NN,"20 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",,0.362289787281434,1.38724047867964,,,0.149538410364544,0.572596146117567,,0.722134556482111,0.085625117471285,,0.309418169999014,,,,
,Spacey,RUM,"10000 points, 10 epochs, weighted classes",0.6,,,,,1.5,0.99,,2.49,1.485,,1.04615691747298,,,,
,Spacey,RUM,,0.66,,,,,0.026686999618757,0.999618757148303,,1.02630575676706,0.026676825390919,,0.497753101960577,,,,
,Spacey,RUM,,0.75,,,,,0.02420892108273,0.999809378574151,,1.02401829965688,0.024204306343675,,0.484446159329551,,,,
,Spacey,RUM,"10000 points, 60 epochs, weighted classes",0.6,,,,,0.025924513915364,0.999618757148303,,1.02554327106367,0.02591463037975,,0.493738328103631,,,,
,Spacey,TF-IDF* + NN,"20 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",0.4,,,,,0.21535199572979,0.520584484905996,,0.735936480635786,0.112108907770471,,0.307920310985602,,,,
,Spacey,TF-IDF* + NN,,0.3,,,,,0.318355969396832,0.464709981614376,,0.783065951011208,0.147943196685229,,0.306184942266585,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 2 Linear (512); ReLU; Epochs = 7; pos_weight = 5; threshold = 0.7,,,,,,0.349,0.489,,0.838,0.170661,26-Jun,0.34320335508601,,,,
,Spacey,TF-IDF* + NN,"20 keywords 100%, 50 epochs [1000,500] ReLU Adam 1e-5",0.2,,,,,0.504170867682818,0.40067018563549,,0.904841053318308,0.202006235146481,,0.305819839377236,,,,
,Spacey,TF-IDF* + NN,,0.1,,,,,1.0299018444932,0.304236106992467,,1.33413795148567,0.313333327752972,,0.308316801893708,,,,
,Spacey,doc2vec + NN,"20%, embed size 2000, 100 epochs [1500,500] ReLU Adam 1e-5",0.4,,,,,0.214160323361066,0.541268366082492,,0.755428689443558,0.115918208305342,,0.327835659855904,,,,
,Spacey,doc2vec + NN,,0.3,,,,,0.318352805806337,0.486280757656222,,0.804633563462559,0.15480884360949,,0.327754341989145,,,,
,Spacey,doc2vec + NN,,0.2,,,,,0.510628724848055,0.421232371511181,,0.931861096359236,0.215093348729477,,0.32814478766979,,,,
,Spacey,doc2vec + NN,,0.1,,,,,1.01739983477901,0.32825131291674,,1.34565114769575,0.333962831527484,,0.330640464371792,,,,
,Spacey,RUM,,0.5,,,,,0.310522302706824,0.930804422417079,,1.2413267251239,0.289035532618647,,0.768828734489347,,,,
,Spacey,RUM,,0.3,,,,,0.554517727792603,0.904689287075867,,1.45920701486847,0.50166624782762,,0.823021861558338,,,,
,Spacey,doc2vec + NN,"20%, embed size 2000, 50 epochs [500] ReLU Adam 1e-5",,0.270540686186455,1.62730375426621,,,0.111668133001575,0.671684450227653,,0.783352583229228,0.075005748523111,,0.368061439446923,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 1 Linear (512); Epochs = 7; pos_weight = 5; threshold = 0.7,,,,,,0.251,0.551,,0.802,0.138301,,0.359551125930726,,,,
,Spacey,doc2vec + NN,"100% embed size 100, 100 epochs [1000,500] ReLU Adam 1e-5",,0.322896795030698,1.43136494113505,,,0.133278593920693,0.590808919994757,,0.72408751391545,0.078742182132705,29-Jun,0.311687979409651,,,,
,Spacey,doc2vec + NN,"100% embed size 200, 100 epochs [1000,500] ReLU Adam 1e-5",,0.358028949268723,1.34299386741105,,,0.147779710656162,0.554332954204893,,0.702112664861055,0.081919163579575,,0.289516445259842,,,,
,Spacey,DistillBERT + NN,"On all Corpus; Distilbert; 1 Linear; Epochs = 7; pos_weight = 5, None (for epoch >= 4); threshold = 0.7",,,,,,0.109,0.657,,0.766,0.071613,,0.35002757554971,,,,
,Spacey,DistillBERT + NN,"On all Corpus; Distilbert; 1 Linear; Epochs = 7; pos_weight = 10, None (for epoch >= 5); threshold = 0.5",,,,,,0.111,0.655,,0.766,0.072705,,0.350545826742732,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 2 Linear (512); ReLU; Epochs = 7; pos_weight = 7; threshold = 0.7,,,,,,0.382,0.469,,0.851,0.179158,,0.335716648152985,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 2 Linear (512); ReLU; Epochs = 7; pos_weight = 7; threshold = 0.7; lr = 0.005,,,,,,0.436,,,0.436,0,,,,,,
,Spacey,DistillBERT + NN,On all Corpus; Distilbert; 2 Linear (512); ReLU; Epochs = 100; pos_weight = 7; threshold = 0.7; lr = 0.001,,,,,,0.454,0.452,,0.906,0.205208,,0.342632355789701,,,,
,Spacey,doc2vec + NN,"100% embed size 500, 100 epochs [1000,500] ReLU Adam 1e-5",,0.424341384377166,1.26232176152959,,,0.175150772390826,0.521034807533972,,0.696185579924799,0.091259648982081,,0.279752832987876,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 100 epochs [1000,500] ReLU Adam 1e-5",,0.447926883157475,1.24591070921756,,,0.184885901889584,0.514260996178247,,0.699146898067831,0.095079608085051,30-Jun,0.280470726064499,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [1000,500] ReLU Adam 1e-5",,0.356498496491814,1.31189262400799,,,0.147148002329205,0.541495632640425,,0.68864363496963,0.079680000613028,,0.276085813991139,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [400,200] ReLU Adam 1e-5",,0.343618981925568,1.37593093562398,,,0.141831865352351,0.567928029185033,,0.709759894537384,0.080550291765198,,0.297421882877074,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [500,250] ReLU Adam 1e-5",,0.348756417303457,1.3599007002001,,,0.143952388609507,0.561311403469348,,0.705263792078854,0.080802117283167,,0.292860638849685,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [600,300] ReLU Adam 1e-5",,0.371411429536301,1.31886229158358,,,0.153303451308542,0.544372426429849,,0.697675877738391,0.083454171768901,,0.284638393209599,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [1200,600] ReLU Adam 1e-5",,0.40138100011137,1.26343906390897,,,0.165673664603079,0.521495984270316,,0.687169648873395,0.086398150789853,1-Jul,0.272509645029063,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [800,400] ReLU Adam 1e-5",,0.350836539739679,1.32676963093095,,,0.144810978096145,0.547636252785794,,0.692447230881939,0.079303741406819,,0.280009103680021,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [1000,300] ReLU Adam 1e-5",,0.378165540382756,1.29894484981084,,,0.156091272094172,0.536151320879032,,0.692242592973204,0.083688541710979,,0.2789132812854,,,,
,Spacey,doc2vec + NN,"100% embed size 1000, 50 epochs [1000,500] eLU Adam 1e-5",,0.367743372528731,1.30420443400191,,,0.151789427360601,0.538322262171672,,0.690111689532273,0.081711627910501,2-Jul,0.277213604679273,,,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1000,500] ReLU Adam 1e-5",,0.409410488271917,1.26198764859942,,,0.168987908994507,0.520896899378088,,0.689884808372594,0.088025277827625,,0.274653856000476,1000,500,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1000,600] ReLU Adam 1e-5",,0.387887148867069,1.27121706921885,,,0.160103954565404,0.52470642682398,,0.684810381389385,0.084007573920402,,0.270983850545607,1000,600,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1000,700] ReLU Adam 1e-5",,0.415852041861116,1.2438485498421,,,0.171646718924632,0.513409821108592,,0.685056540033224,0.088125111256972,,0.26932893403503,1000,700,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,500] ReLU Adam 1e-5",,0.394727482405181,1.27297744917351,,,0.162927364552553,0.52543303968832,,0.688360404240873,0.085607420405255,,0.274131604756188,1200,500,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,600] ReLU Adam 1e-5",,0.417583680918559,1.24709627122784,,,0.172361468721799,0.514750347699128,,0.687111816420927,0.088723125954479,,0.271244987563063,1200,600,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,700] ReLU Adam 1e-5",,0.452212869455252,1.21225511857416,,,0.186654981781742,0.500369344518786,,0.687024326300528,0.093396430885296,,0.267898010907059,1200,700,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1400,500] ReLU Adam 1e-5",,0.413667733672475,1.25274745014352,,,0.170745125819492,0.517082923282,,0.687828049101492,0.088289388794896,,0.272272632540732,1400,500,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1400,600] ReLU Adam 1e-5",,0.417163345296731,1.24984102691225,,,0.172187971364395,0.515883270614139,,0.688071241978535,0.088828893827878,,0.272238427528832,1400,600,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1400,700] ReLU Adam 1e-5",,0.406608250793069,1.25630054356221,,,0.16783125994515,0.518549494961247,,0.686380754906397,0.087028815083267,,0.271355219956567,1400,700,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,800] ReLU Adam 1e-5",,0.457411379239731,1.2074697591872,,,0.18880071405664,0.498394143834497,,0.687194857891137,0.094097170237601,,0.267505884651543,,800,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,900] ReLU Adam 1e-5",,0.417245975376236,1.24156724112534,,,0.172222077682518,0.512468190151741,,0.684690267834259,0.088258336454133,,0.268850777886693,,900,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,1000] ReLU Adam 1e-5",,0.394091590054212,1.26410010454501,,,0.162664894191353,0.521768834815294,,0.684433729006647,0.084873472307576,,0.270244101251672,,1000,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,1100] ReLU Adam 1e-5",,0.425221574354497,1.23218693079551,,,0.175514078822996,0.50859638160319,,0.684110460426187,0.089265825409793,,0.267601393099095,,1100,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,400] ReLU Adam 1e-5",,0.400306809077812,1.27844540486942,,,0.165230282467492,0.527689988217965,,0.692920270685457,0.087190365808522,,0.278332493159004,,400,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,300] ReLU Adam 1e-5",,0.406622621241678,1.27235951988331,,,0.167837191478736,0.525177983744106,,0.693015175222842,0.088144397818076,,0.277988603553926,,300,,
,Spacey,doc2vec + NN,"100% embed size 2000, 50 epochs [1200,200] ReLU Adam 1e-5",,0.412205540526461,1.28296850356926,,,0.170141592277071,0.529556938414302,,0.699698530691373,0.09009966070318,,0.284256223854634,,200,,
,,,"^ are 1000, 2000 without ReLU?",,,,,,,,,,,,,,,,
,Spacey,doc2vec + NN,"100% embed size 2000, 40 epochs [1200,800] ReLU Adam 1e-5",,0.413290509396477,1.24138042529342,,,0.170589423062848,0.512391080215118,,0.682980503277967,0.087408498756447,,0.267454433478763,,,,
