realnews,http://therealnews.com#spider
activistpost,http://www.activistpost.com
21centurywire,http://21stcenturywire.com/#spider
eff,https://www.eff.org/
truthout,https://truthout.org/
nation,http://www.thenation.com/
zerohedge,https://www.zerohedge.com/
epochtimes,https://www.theepochtimes.com/
oneamerica,http://oann.com/
dailywire,https://www.dailywire.com/
freebeacon,http://freebeacon.com
ft,https://www.ft.com/
commentarymagazine,http://www.commentarymagazine.com/#spider
msnbc,http://www.msnbc.com
washingtonexaminer,https://www.washingtonexaminer.com/
newsweek,https://www.newsweek.com/
forbes,https://www.forbes.com/
defenseone,https://www.defenseone.com/
pressfreedom,https://freedom.press
warisacrime,http://warisacrime.org#spider
syriaworkinggroup,http://syriapropagandamedia.org/ 
empirefiles,http://theempirefiles.tv/
conservativereview,http://conservativereview.com/
ajplus,https://www.ajplus.net/
salon,http://www.salon.com/
bluevirginia,https://bluevirginia.us/
boingboing,https://boingboing.net/
canyoncountryzephyr,https://www.canyoncountryzephyr.com/
care2,https://www.care2.com/
chicagodefender,https://chicagodefender.com/
fcnp,https://fcnp.com/
heralddemocrat,https://www.heralddemocrat.com/
mediamatters,http://mediamatters.org
newsone,https://newsone.com/
peacockpanache,https://www.peacock-panache.com/
politicususa,http://www.politicususa.com
progressivevoicesofiowa,https://progressivevoicesofiowa.com/
sfchronicle,https://www.sfchronicle.com/
splinter,https://splinternews.com/
thinkprogress,https://thinkprogress.org/
upworthy,http://www.upworthy.com
fair,https://fair.org/
amnews,https://www.amnews.com/
aquinas,https://www.aquinas.edu/saint/about-saint
kentuckynewera,https://www.kentuckynewera.com/cadiz_record/
publicintegrity,https://publicintegrity.org/
centreview,http://www.centre-view.com/
dailydot,https://www.dailydot.com/
dailynorthwestern,https://dailynorthwestern.com/
dailytargum,https://www.dailytargum.com/
grist,https://grist.org/
indyweek,https://indyweek.com/
justice,https://www.thejustice.org/
latimes,https://www.latimes.com/
psmag,https://psmag.com/
sacbee,https://www.sacbee.com/
sfgate,https://www.sfgate.com/
skyhi,https://www.skyhinews.com/
texasobserver,https://www.texasobserver.org/
qz,https://qz.com/
techcrunch,https://techcrunch.com/
scientificamerican,https://www.scientificamerican.com/
snopes,https://www.snopes.com/
barnstablepatriot,https://www.barnstablepatriot.com/
bet,https://www.bet.com/
bridgemi,https://www.bridgemi.com/
cspan,https://www.c-span.org/
calmatters,https://calmatters.org/
calwatchdog,https://calwatchdog.com/
csmonitor,https://www.csmonitor.com/
cjr,https://www.cjr.org/
concordmonitor,https://www.concordmonitor.com/
cookpolitical,https://cookpolitical.com/
crowdpac,https://www.crowdpac.com/
cuindependent,https://cuindependent.com/
dailycardinal,https://www.dailycardinal.com/
diplomaticourier,https://www.diplomaticourier.com/
dukechronicle,https://www.dukechronicle.com/
eptrail,https://www.eptrail.com/
nmpolitics,https://nmpolitics.net/index/
poynter,https://www.poynter.org/
pri,https://www.pri.org/
