aljazeera,https://www.aljazeera.com/
economist,https://www.economist.com/
propublica,https://www.propublica.org/
psychologytoday,https://www.psychologytoday.com/us
grayzone,https://thegrayzone.com/
nytimes,https://www.nytimes.com
bloomberg,https://www.bloomberg.com/
conversation,https://theconversation.com
offguardian,https://off-guardian.org/
time,http://time.com
fox,http://www.foxnews.com/
npr,https://www.npr.org/
usatoday,https://www.usatoday.com/
mintpress,http://mintpressnews.com/
shadowproof,https://shadowproof.com/
fivethirtyeight,https://fivethirtyeight.com/
cbs,https://www.cbsnews.com
nationalreview,http://www.nationalreview.com/
spectator,https://www.spectator.co.uk/
vice,https://www.vice.com/en_us
foreignaffairs,https://www.foreignaffairs.com/
antiwar,http://antiwar.com/#spider
motherjones,http://www.motherjones.com/
canary,https://www.thecanary.co/
democracynow,https://www.democracynow.org/
nypost,https://nypost.com/
observerny,https://observer.com/
truthdig,http://www.truthdig.com
socialistalternative,https://www.socialistalternative.org/
socialistproject,https://socialistproject.ca/bullet/
businessinsider,http://businessinsider.com
globalresearch,https://www.globalresearch.ca/
guardian,https://www.theguardian.com
jacobinmag,http://jacobinmag.com
consortium,https://consortiumnews.com/
bbc,https://www.bbc.com/news
buzzfeed,https://www.buzzfeed.com
nbc,https://www.nbcnews.com/
slate,https://slate.com/
dailycaller,http://dailycaller.com
independent,https://www.independent.co.uk/us
huffingtonpost,https://www.huffingtonpost.com
americanconservative,https://www.theamericanconservative.com/
strategicculture,https://www.strategic-culture.org/
newsbud,https://www.newsbud.com/
dailykos,http://www.dailykos.com
counterpunch,http://counterpunch.org/
alternet,https://www.alternet.org/
cnn,http://cnn.com
lewrockwell,https://www.lewrockwell.com/
breitbart,http://www.breitbart.com
intercept,https://theintercept.com/
neweasternoutlook,https://journal-neo.org/
rawstory,http://rawstory.com
pjmedia,https://pjmedia.com/
infowars,http://www.infowars.com
vox,https://www.vox.com
watchdog,https://thewatchdog.net/
ap,https://apnews.com/
reveal,https://www.revealnews.org/
atlantic,https://www.theatlantic.com
currentaffairs,https://www.currentaffairs.org/
newrepublic,https://newrepublic.com/
commondreams,http://www.commondreams.org/
federalist,http://thefederalist.com/
redstate,http://www.redstate.com
