aljazeera_headline,https://www.aljazeera.com/
alternet_headline,https://www.alternet.org/
americanconservative_headline,https://www.theamericanconservative.com/
americanspectator_headline,http://spectator.org
americanthinker_headline,https://www.americanthinker.com/
antiwar_headline,http://antiwar.com/#spider
ap_headline,https://apnews.com/
bbc_headline,https://www.bbc.com/news
bloomberg_headline,https://www.bloomberg.com/
breitbart_headline,http://www.breitbart.com
businessinsider_headline,http://businessinsider.com
buzzfeed_headline,https://www.buzzfeed.com
canary_headline,https://www.thecanary.co/
cbs_headline,https://www.cbsnews.com
cnbc_headline,https://www.cnbc.com/
cnn_headline,http://cnn.com
commondreams_headline,http://www.commondreams.org/
consortium_headline,https://consortiumnews.com/
conversation_headline,https://theconversation.com
counterpunch_headline,http://counterpunch.org/
dailycaller_headline,http://dailycaller.com
dailykos_headline,http://www.dailykos.com
defenseone_headline,https://www.defenseone.com/
democracynow_headline,https://www.democracynow.org/
economist_headline,https://www.economist.com/
eff_headline,https://www.eff.org/
fivethirtyeight_headline,https://fivethirtyeight.com/
forbes_headline,https://www.forbes.com/
foreignaffairs_headline,https://www.foreignaffairs.com/
fox_headline,http://www.foxnews.com/
globalresearch_headline,https://www.globalresearch.ca/
grayzone_headline,https://thegrayzone.com/
guardian_headline,https://www.theguardian.com
huffingtonpost_headline,https://www.huffingtonpost.com
independent_headline,https://www.independent.co.uk/us
infowars_headline,http://www.infowars.com
intercept_headline,https://theintercept.com/
jacobinmag_headline,http://jacobinmag.com
koreaherald_headline,http://www.koreaherald.com/
lewrockwell_headline,https://www.lewrockwell.com/
mintpress_headline,http://mintpressnews.com/
motherjones_headline,http://www.motherjones.com/
nationalreview_headline,http://www.nationalreview.com/
nbc_headline,https://www.nbcnews.com/
neweasternoutlook_headline,https://journal-neo.org/
newsbud_headline,https://www.newsbud.com/
npr_headline,https://www.npr.org/
nypost_headline,https://nypost.com/
nytimes_headline,https://www.nytimes.com
observerny_headline,https://observer.com/
offguardian_headline,https://off-guardian.org/
